         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 tarfile.py:1026(frombuf)
        3    0.000    0.000    0.000    0.000 scanner.py:657(fetch_flow_scalar)
        3    0.000    0.000    0.000    0.000 scanner.py:1134(scan_flow_scalar)
        3    0.000    0.000    0.000    0.000 scanner.py:1185(scan_flow_scalar_non_spaces)
        3    0.000    0.000    0.000    0.000 std.py:227(format_interval)
        3    0.000    0.000    0.000    0.000 cookies.py:252(iteritems)
        3    0.000    0.000    0.000    0.000 cookies.py:261(items)
        3    0.000    0.000    0.000    0.000 core.py:302(_un_chain)
        3    0.000    0.000    0.000    0.000 core.py:469(split_protocol)
        3    0.000    0.000    0.000    0.000 core.py:534(get_fs_token_paths)
        3    0.000    0.000    0.000    0.000 spec.py:161(_fs_token)
        3    0.000    0.000    0.000    0.000 spec.py:204(_get_kwargs_from_urls)
        3    0.000    0.000    0.000    0.000 parsers.py:1170(_is_index_col)
        3    0.000    0.000    0.000    0.000 parsers.py:1174(_is_potential_multi_index)
        3    0.000    0.000    0.000    0.000 common.py:58(_expand_user)
        3    0.000    0.000    0.000    0.000 blocks.py:2585(__init__)
        3    0.000    0.000    0.000    0.000 managers.py:1837(_shape_compat)
        3    0.000    0.000    0.000    0.000 managers.py:1828(_stack_arrays)
        3    0.000    0.000    0.000    0.000 blocks.py:335(shape)
        3    0.000    0.000    0.000    0.000 blocks.py:343(ftype)
        3    0.000    0.000    0.000    0.000 managers.py:163(shape)
        3    0.000    0.000    0.000    0.000 managers.py:167(ndim)
        3    0.000    0.000    0.000    0.000 base.py:5410(_maybe_cast_with_dtype)
        3    0.000    0.000    0.000    0.000 base.py:5464(_maybe_cast_data_without_dtype)
        3    0.000    0.000    0.000    0.000 base.py:472(_simple_new)
        3    0.000    0.000    0.000    0.000 base.py:638(dtype)
        3    0.000    0.000    0.000    0.000 cast.py:1467(construct_1d_object_array_from_listlike)
        3    0.000    0.000    0.000    0.000 common.py:605(condition)
        3    0.000    0.000    0.000    0.000 common.py:608(is_excluded_dtype)
        3    0.000    0.000    0.000    0.000 common.py:575(is_string_dtype)
        3    0.000    0.000    0.000    0.000 missing.py:49(isna)
        3    0.000    0.000    0.000    0.000 missing.py:132(_isna_new)
        3    0.000    0.000    0.000    0.000 _asarray.py:300(<setcomp>)
        3    0.000    0.000    0.000    0.000 _asarray.py:223(require)
        3    0.000    0.000    0.000    0.000 _dtype.py:46(__str__)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:562(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:586(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:588(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:635(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:664(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:667(<lambda>)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:782(_validate_console)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:800(_validate_problem)
        3    0.000    0.000    0.000    0.000 wandb_settings.py:827(_validate_base_url)
        3    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 zipfile.py:185(_check_zipfile)
        3    0.000    0.000    0.001    0.000 zipfile.py:193(is_zipfile)
        3    0.000    0.000    0.000    0.000 zipfile.py:252(_EndRecData)
        3    0.000    0.000    0.000    0.000 gzip.py:282(read)
        3    0.000    0.000    0.000    0.000 gzip.py:313(close)
        3    0.000    0.000    0.000    0.000 gzip.py:389(__init__)
        3    0.000    0.000    0.000    0.000 gzip.py:396(_init_read)
        3    0.000    0.000    0.000    0.000 gzip.py:416(_read_gzip_header)
        3    0.000    0.000    0.000    0.000 gzip.py:449(read)
        3    0.000    0.000    0.000    0.000 {method 'decompress' of '_lzma.LZMADecompressor' objects}
        3    0.000    0.000    0.000    0.000 {method 'decompress' of '_bz2.BZ2Decompressor' objects}
        3    0.000    0.000    0.001    0.000 lzma.py:49(__init__)
        3    0.000    0.000    0.000    0.000 lzma.py:134(close)
        3    0.000    0.000    0.000    0.000 lzma.py:172(readable)
        3    0.000    0.000    0.000    0.000 lzma.py:193(read)
        3    0.000    0.000    0.000    0.000 gzip.py:79(__init__)
        3    0.000    0.000    0.000    0.000 gzip.py:85(read)
        3    0.000    0.000    0.001    0.000 gzip.py:128(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.001    0.000 bz2.py:39(__init__)
        3    0.000    0.000    0.000    0.000 bz2.py:108(close)
        3    0.000    0.000    0.000    0.000 bz2.py:147(readable)
        3    0.000    0.000    0.000    0.000 bz2.py:170(read)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'readinto' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 runid.py:9(generate_id)
        2    0.000    0.000    0.000    0.000 util.py:1717(check_dict_contains_nested_artifact)
        2    0.000    0.000    0.024    0.012 config_util.py:96(dict_from_config_file)
        2    0.000    0.000    0.000    0.000 package_importer.py:684(_patched_getfile)
        2    0.000    0.000    0.004    0.002 transforms.py:1223(apply)
        2    0.000    0.000    0.013    0.007 transforms.py:1226(get_params_dependent_on_targets)
        2    0.000    0.000    0.000    0.000 transforms.py:40(apply)
        2    0.000    0.000    0.000    0.000 transforms.py:43(get_params)
        2    0.000    0.000    0.001    0.001 rotate.py:107(apply)
        2    0.000    0.000    0.000    0.000 rotate.py:173(get_params_dependent_on_targets)
        2    0.000    0.000    0.004    0.002 utils.py:64(wrapped_function)
        2    0.000    0.000    0.002    0.001 utils.py:73(clip)
        2    0.000    0.000    0.000    0.000 utils.py:104(wrapped_function)
        2    0.000    0.000    0.001    0.001 utils.py:119(wrapped_function)
        2    0.000    0.000    0.001    0.001 functional.py:135(rotate)
        2    0.000    0.000    0.013    0.007 random_utils.py:42(normal)
        2    0.000    0.000    0.000    0.000 functional.py:19(blur)
        2    0.001    0.001    0.002    0.001 functional.py:789(gauss_noise)
        2    0.000    0.000    0.001    0.000 local.py:179(_open)
        2    0.000    0.000    0.000    0.000 local.py:274(__init__)
        2    0.000    0.000    0.000    0.000 local.py:287(_open)
        2    0.000    0.000    0.000    0.000 local.py:342(readable)
        2    0.000    0.000    0.000    0.000 local.py:345(writable)
        2    0.000    0.000    0.000    0.000 local.py:348(read)
        2    0.000    0.000    0.000    0.000 local.py:360(seekable)
        2    0.000    0.000    0.000    0.000 local.py:369(close)
        2    0.000    0.000    0.000    0.000 local.py:379(flush)
        2    0.000    0.000    0.000    0.000 local.py:385(__getattr__)
        2    0.000    0.000    0.000    0.000 fingerprint.py:219(hash_bytes)
        2    0.000    0.000    0.000    0.000 fingerprint.py:227(hash_default)
        2    0.000    0.000    0.000    0.000 fingerprint.py:231(hash)
        2    0.000    0.000    0.000    0.000 fingerprint.py:238(update)
        2    0.000    0.000    0.000    0.000 splits.py:358(<listcomp>)
        2    0.000    0.000    0.000    0.000 splits.py:356(__init__)
        2    0.000    0.000    0.000    0.000 splits.py:447(__new__)
        2    0.000    0.000    0.001    0.001 info.py:303(from_directory)
        2    0.000    0.000    0.000    0.000 info.py:364(<setcomp>)
        2    0.000    0.000    0.000    0.000 info.py:365(<dictcomp>)
        2    0.000    0.000    0.000    0.000 info.py:362(from_dict)
        2    0.000    0.000    0.000    0.000 features.py:1178(<dictcomp>)
        2    0.000    0.000    0.000    0.000 features.py:1576(__reduce__)
        2    0.000    0.000    0.000    0.000 features.py:1579(type)
        2    0.000    0.000    0.000    0.000 table.py:106(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:108(<listcomp>)
        2    0.000    0.000    0.000    0.000 table.py:103(__init__)
        2    0.000    0.000    0.000    0.000 table.py:177(__init__)
        2    0.000    0.000    0.000    0.000 table.py:463(column_names)
        2    0.000    0.000    0.000    0.000 table.py:476(__len__)
        2    0.000    0.000    0.000    0.000 table.py:1058(__init__)
        2    0.003    0.001    0.045    0.022 py_utils.py:528(get_imports)
        2    0.000    0.000    0.000    0.000 py_utils.py:606(save)
        2    0.000    0.000    0.000    0.000 py_utils.py:689(memoize)
        2    0.000    0.000    0.000    0.000 py_utils.py:695(dump)
        2    0.000    0.000    0.000    0.000 py_utils.py:705(<listcomp>)
        2    0.000    0.000    0.000    0.000 py_utils.py:718(dumps)
        2    0.000    0.000    0.000    0.000 version.py:96(_str_to_version_tuple)
        2    0.000    0.000    0.000    0.000 arrow_reader.py:188(<genexpr>)
        2    0.000    0.000    0.000    0.000 naming.py:33(camelcase_to_snakecase)
        2    0.000    0.000    0.000    0.000 logging.py:223(is_progress_bar_enabled)
        2    0.000    0.000    0.000    0.000 version.py:89(<setcomp>)
        2    0.000    0.000    0.000    0.000 version.py:90(<dictcomp>)
        2    0.000    0.000    0.000    0.000 version.py:87(from_dict)
        2    0.000    0.000    0.000    0.000 _dill.py:299(get)
        2    0.000    0.000    0.000    0.000 _dill.py:327(__init__)
        2    0.000    0.000    0.000    0.000 _dill.py:343(save)
        2    0.000    0.000    0.000    0.000 _dill.py:392(dump)
        2    0.000    0.000    0.000    0.000 _dill.py:2017(is_dill)
        2    0.000    0.000    0.000    0.000 logger.py:127(trace_setup)
        2    0.000    0.000    0.000    0.000 version.py:58(__repr__)
        2    0.000    0.000    0.000    0.000 version.py:55(__post_init__)
        2    0.000    0.000    0.000    0.000 _validators.py:185(smoothly_deprecate_use_auth_token)
        2    0.000    0.000    0.000    0.000 scanner.py:654(fetch_double)
        2    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        2    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
        2    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
        2    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
        2    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
        2    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        2    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        2    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        2    0.000    0.000    0.093    0.047 composer.py:29(get_single_node)
        2    0.000    0.000    0.093    0.047 composer.py:50(compose_document)
        2    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
        2    0.000    0.000    0.098    0.049 constructor.py:47(get_single_data)
        2    0.000    0.000    0.004    0.002 constructor.py:54(construct_document)
        2    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        2    0.000    0.000    0.098    0.049 __init__.py:74(load)
        2    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        2    0.000    0.000    0.000    0.000 events.py:37(__init__)
        2    0.000    0.000    0.000    0.000 events.py:46(__init__)
        2    0.000    0.000    0.000    0.000 events.py:55(__init__)
        2    0.000    0.000    0.000    0.000 loader.py:33(__init__)
        2    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        2    0.000    0.000    0.000    0.000 reader.py:59(__init__)
        2    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        2    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        2    0.000    0.000    0.000    0.000 filecmp.py:29(cmp)
        2    0.000    0.000    0.000    0.000 std.py:1068(__repr__)
        2    0.000    0.000    0.000    0.000 std.py:1071(_comparable)
        2    0.000    0.000    0.000    0.000 std.py:1075(__hash__)
        2    0.000    0.000    0.000    0.000 std.py:1078(__iter__)
        2    0.000    0.000    0.000    0.000 std.py:1256(fp_write)
        2    0.000    0.000    0.000    0.000 std.py:1239(close)
        2    0.000    0.000    0.000    0.000 std.py:1406(format_dict)
        2    0.000    0.000    0.000    0.000 std.py:1421(display)
        2    0.000    0.000    0.000    0.000 utils.py:135(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:139(__format__)
        2    0.000    0.000    0.000    0.000 utils.py:356(disp_trim)
        2    0.000    0.000    0.000    0.000 std.py:145(__init__)
        2    0.000    0.000    0.000    0.000 std.py:154(__format__)
        2    0.000    0.000    0.000    0.000 std.py:297(fp_write)
        2    0.000    0.000    0.000    0.000 std.py:303(print_status)
        2    0.000    0.000    0.000    0.000 std.py:310(format_meter)
        2    0.000    0.000    0.000    0.000 response.py:390(_decode)
        2    0.000    0.000    0.000    0.000 core.py:461(get_compression)
        2    0.000    0.000    0.000    0.000 spec.py:1117(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'to_batches' of 'pyarrow.lib.Table' objects}
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.type_for_alias}
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.struct}
        2    0.000    0.000    0.000    0.000 util.py:80(_stringify_path)
        2    0.000    0.000    0.000    0.000 parsers.py:367(_validate_integer)
        2    0.000    0.000    0.000    0.000 parsers.py:1545(_maybe_make_multi_index_columns)
        2    0.000    0.000    0.000    0.000 common.py:88(stringify_path)
        2    0.000    0.000    0.000    0.000 managers.py:950(get)
        2    0.000    0.000    0.000    0.000 managers.py:979(iget)
        2    0.000    0.000    0.000    0.000 managers.py:1797(_simple_blockify)
        2    0.000    0.000    0.000    0.000 blocks.py:275(make_block_same_class)
        2    0.000    0.000    0.000    0.000 blocks.py:365(iget)
        2    0.000    0.000    0.000    0.000 numeric.py:155(is_all_dates)
        2    0.000    0.000    0.000    0.000 frame.py:3066(_box_item_values)
        2    0.000    0.000    0.000    0.000 frame.py:3073(_box_col_values)
        2    0.000    0.000    0.000    0.000 generic.py:255(_validate_dtype)
        2    0.000    0.000    0.000    0.000 generic.py:3227(_set_as_cached)
        2    0.000    0.000    0.000    0.000 generic.py:4530(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:1182(name)
        2    0.000    0.000    0.000    0.000 base.py:4047(equals)
        2    0.000    0.000    0.000    0.000 base.py:4092(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:429(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:573(is_)
        2    0.000    0.000    0.000    0.000 base.py:609(<lambda>)
        2    0.000    0.000    0.000    0.000 base.py:602(_engine)
        2    0.000    0.000    0.000    0.000 base.py:862(_ndarray_values)
        2    0.000    0.000    0.000    0.000 common.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 cast.py:1111(maybe_infer_to_datetimelike)
        2    0.000    0.000    0.000    0.000 cast.py:1492(construct_1d_ndarray_preserving_na)
        2    0.000    0.000    0.000    0.000 inference.py:299(is_dict_like)
        2    0.000    0.000    0.000    0.000 missing.py:402(array_equivalent)
        2    0.000    0.000    0.000    0.000 common.py:179(ensure_python_int)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        2    0.000    0.000    0.000    0.000 {blur}
        2    0.000    0.000    0.000    0.000 {getRotationMatrix2D}
        2    0.001    0.001    0.001    0.001 {warpAffine}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2320(_all_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2324(all)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2401(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2405(cumsum)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
        2    0.000    0.000    0.000    0.000 pickle.py:189(__init__)
        2    0.000    0.000    0.000    0.000 pickle.py:196(end_framing)
        2    0.000    0.000    0.000    0.000 pickle.py:201(commit_frame)
        2    0.000    0.000    0.000    0.000 pickle.py:374(__init__)
        2    0.000    0.000    0.000    0.000 pickle.py:426(dump)
        2    0.000    0.000    0.000    0.000 pickle.py:485(save)
        2    0.000    0.000    0.000    0.000 pickle.py:551(persistent_id)
        2    0.000    0.000    0.000    0.000 pickle.py:738(save_str)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1096(write)
        2    0.000    0.000    0.000    0.000 dataset_transformations.py:85(add_random_horizontal_line)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:47(info)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:134(_update)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:168(settings)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:283(__init__)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:294(_setup)
        2    0.000    0.000    0.000    0.000 wandb_setup.py:306(setup)
        2    0.000    0.000    0.001    0.000 wandb_config.py:230(_sanitize_dict)
        2    0.000    0.000    0.000    0.000 wandb_config.py:275(_raise_value_error_on_nested_artifact)
        2    0.000    0.000    0.000    0.000 wandb_init.py:121(_setup_printer)
        2    0.000    0.000    0.000    0.000 wandb_settings.py:526(<lambda>)
        2    0.000    0.000    0.001    0.000 wandb_config.py:175(_update)
        2    0.000    0.000    0.001    0.000 wandb_config.py:187(update)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:274(load)
        2    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
        2    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:642(getfile)
        2    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 client.py:486(readinto)
        2    0.000    0.000    0.000    0.000 pathlib.py:703(_make_child)
        2    0.000    0.000    0.000    0.000 pathlib.py:924(__truediv__)
        2    0.000    0.000    0.000    0.000 pathlib.py:930(parent)
        2    0.000    0.000    0.001    0.000 pathlib.py:1266(mkdir)
        2    0.000    0.000    0.000    0.000 pathlib.py:1368(is_dir)
        2    0.000    0.000    0.000    0.000 parse.py:86(clear_cache)
        2    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.002    0.002    0.002    0.002 {method 'close' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        1    0.001    0.001    0.001    0.001 {built-in method posix.utime}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {function DatasetDict.__getitem__ at 0x7f3931da35f0}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 config.py:9(parse_sm_config)
        1    0.000    0.000    0.000    0.000 wandb_init.py:55(_set_logger)
        1    0.000    0.000    0.000    0.000 wandb_config.py:98(__init__)
        1    0.000    0.000    0.000    0.000 disabled.py:150(__call__)
        1    0.000    0.000    0.000    0.000 util.py:116(get_platform_name)
        1    0.000    0.000    0.024    0.024 util.py:1194(load_yaml)
        1    0.000    0.000    0.000    0.000 __init__.py:108(_assert_is_user_process)
        1    0.000    0.000    0.000    0.000 pretraining_block.html.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 base.html.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 page_layout.css.jinja:23(macro)
        1    0.000    0.000    0.000    0.000 page_layout.css.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 dimension.css.jinja:13(macro)
        1    0.000    0.000    0.000    0.000 dimension.css.jinja:61(macro)
        1    0.000    0.000    3.372    3.372 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 text.css.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 text_block.css.jinja:5(root)
        1    0.000    0.000    0.000    0.000 text_block.css.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 dimension.css.jinja:1(<module>)
        1    0.000    0.000    0.000    0.000 text.css.jinja:71(macro)
        1    0.000    0.000    0.000    0.000 text.css.jinja:169(macro)
        1    0.000    0.000    0.000    0.000 text.css.jinja:31(macro)
        1    0.000    0.000    0.000    0.000 text.css.jinja:49(macro)
        1    0.000    0.000    0.000    0.000 text.css.jinja:13(macro)
        1    0.000    0.000    0.000    0.000 load.py:1107(<lambda>)
        1    0.000    0.000    0.000    0.000 load.py:1186(<listcomp>)
        1    0.000    0.000    1.150    1.150 load.py:1045(dataset_module_factory)
        1    0.000    0.000    1.255    1.255 load.py:1404(load_dataset_builder)
        1    0.000    0.000    1.265    1.265 load.py:1537(load_dataset)
        1    0.000    0.000    0.002    0.002 __init__.py:16(_hash_python_lines)
        1    0.000    0.000    0.001    0.001 load.py:93(init_dynamic_modules)
        1    0.000    0.000    0.000    0.000 load.py:111(import_main_class)
        1    0.000    0.000    0.003    0.003 load.py:137(files_to_hash)
        1    0.000    0.000    0.449    0.449 load.py:157(increase_load_count)
        1    0.000    0.000    0.000    0.000 load.py:166(_download_additional_modules)
        1    0.000    0.000    0.005    0.005 load.py:231(_copy_script_and_other_resources_in_importable_dir)
        1    0.000    0.000    0.000    0.000 load.py:329(<listcomp>)
        1    0.000    0.000    0.008    0.008 load.py:317(_create_importable_file)
        1    0.000    0.000    0.449    0.449 load.py:851(__init__)
        1    0.000    0.000    0.152    0.152 load.py:866(download_loading_script)
        1    0.000    0.000    0.146    0.146 load.py:873(download_dataset_infos_file)
        1    0.000    0.000    0.141    0.141 load.py:887(download_dataset_readme_file)
        1    0.000    0.000    0.471    0.471 load.py:901(get_module)
        1    0.000    0.000    0.000    0.000 streaming.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 streaming.py:41(extend_module_for_streaming)
        1    0.000    0.000    0.022    0.022 streaming.py:103(extend_dataset_builder_for_streaming)
        1    0.000    0.000    0.000    0.000 builder.py:132(__eq__)
        1    0.000    0.000    0.000    0.000 builder.py:139(create_config_id)
        1    0.000    0.000    0.104    0.104 builder.py:279(__init__)
        1    0.000    0.000    0.076    0.076 builder.py:401(get_all_exported_dataset_infos)
        1    0.000    0.000    0.076    0.076 builder.py:416(get_exported_dataset_info)
        1    0.000    0.000    0.000    0.000 builder.py:430(_create_builder_config)
        1    0.000    0.000    0.000    0.000 builder.py:558(_other_versions_on_disk)
        1    0.000    0.000    0.000    0.000 builder.py:547(_build_cache_dir)
        1    0.000    0.000    0.000    0.000 builder.py:599(get_imported_module_dir)
        1    0.000    0.000    0.005    0.005 builder.py:612(download_and_prepare)
        1    0.000    0.000    0.000    0.000 builder.py:991(download_post_processing_resources)
        1    0.000    0.000    0.001    0.001 builder.py:1007(_load_info)
        1    0.000    0.000    0.000    0.000 builder.py:1101(<dictcomp>)
        1    0.000    0.000    0.005    0.005 builder.py:1029(as_dataset)
        1    0.000    0.000    0.000    0.000 builder.py:1144(<dictcomp>)
        1    0.000    0.000    0.004    0.004 builder.py:1121(_build_single_dataset)
        1    0.000    0.000    0.004    0.004 builder.py:1190(_as_dataset)
        1    0.000    0.000    0.000    0.000 builder.py:1216(_get_dataset_fingerprint)
        1    0.000    0.000    0.000    0.000 builder.py:1275(_post_process)
        1    0.000    0.000    0.104    0.104 builder.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 dataset_dict.py:56(__getitem__)
        1    0.000    0.000    0.000    0.000 local.py:72(info)
        1    0.000    0.000    0.230    0.230 _hf_hub_fixes.py:101(dataset_info)
        1    0.000    0.000    0.000    0.000 search.py:408(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:24(<listcomp>)
        1    0.000    0.000    0.000    0.000 metadata.py:23(_split_yaml_from_readme)
        1    0.000    0.000    0.075    0.075 metadata.py:37(from_readme)
        1    0.000    0.000    0.000    0.000 metadata.py:91(<dictcomp>)
        1    0.000    0.000    0.074    0.074 metadata.py:75(from_yaml_string)
        1    0.000    0.000    0.000    0.000 fingerprint.py:73(maybe_register_dataset_for_temp_dir_deletion)
        1    0.000    0.000    0.000    0.000 fingerprint.py:216(__init__)
        1    0.000    0.000    0.000    0.000 fingerprint.py:244(hexdigest)
        1    0.000    0.000    0.000    0.000 splits.py:537(__setitem__)
        1    0.000    0.000    0.000    0.000 info.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 info.py:367(update)
        1    0.000    0.000    0.000    0.000 info.py:378(<dictcomp>)
        1    0.000    0.000    0.000    0.000 info.py:377(copy)
        1    0.000    0.000    0.076    0.076 info.py:429(from_directory)
        1    0.000    0.000    0.001    0.001 info.py:454(<dictcomp>)
        1    0.000    0.000    0.001    0.001 info.py:449(from_metadata)
        1    0.000    0.000    0.000    0.000 features.py:1600(from_arrow_schema)
        1    0.000    0.000    0.000    0.000 features.py:1973(<dictcomp>)
        1    0.000    0.000    0.000    0.000 features.py:1918(reorder_fields_as)
        1    0.000    0.000    0.002    0.002 table.py:49(_memory_mapped_arrow_table_from_file)
        1    0.000    0.000    0.002    0.002 table.py:1063(from_file)
        1    0.000    0.000    0.000    0.000 table.py:1079(_apply_replays)
        1    0.000    0.000    0.000    0.000 table.py:1091(_append_replay)
        1    0.000    0.000    0.000    0.000 table.py:1174(replace_schema_metadata)
        1    0.000    0.000    0.000    0.000 naming.py:53(filename_prefix_for_split)
        1    0.000    0.000    0.000    0.000 naming.py:69(filenames_for_dataset_split)
        1    0.000    0.000    0.004    0.004 py_utils.py:340(_single_map_nested)
        1    0.000    0.000    0.004    0.004 py_utils.py:444(<listcomp>)
        1    0.000    0.000    0.005    0.005 py_utils.py:372(map_nested)
        1    0.000    0.000    0.000    0.000 file_utils.py:75(is_relative_path)
        1    0.000    0.000    0.000    0.000 file_utils.py:85(hf_bucket_url)
        1    0.000    0.000    0.449    0.449 file_utils.py:93(head_hf_s3)
        1    0.000    0.000    0.000    0.000 py_utils.py:197(<dictcomp>)
        1    0.000    0.000    0.000    0.000 py_utils.py:168(asdict)
        1    0.000    0.000    0.000    0.000 naming.py:47(filename_prefix_for_name)
        1    0.000    0.000    0.000    0.000 download_manager.py:257(__init__)
        1    0.000    0.000    0.000    0.000 file_utils.py:44(init_hf_modules)
